[1mFalse Position method.[0m
Iterations       Absolute error 
  1         13.25996894078803478578 
  2         1.53271076955677720832 
  3         9.86016047310204868381 
  4         0.67341625439450103485 
  5         0.03186510030376621394 
  6         0.00105737330631716642 
  7         0.00003447447422055827 
  8         0.00000112334350887977 
  9         0.00000003660321357124 
 10         0.00000003660321357124 
